"","unique_id","age_bin","gender","race","state","population","gun_ownership","crime_per_10e6","unemploy_rate"
"1048",28378,"25-34","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1049",28379,"25-34","Female","European-American/White","NC",10488084,0.458,419.3,0.073
"1050",28380,"35-54","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"1051",28383,"75+","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1052",28384,"25-34","Male","African-American/Black","MO",6137428,0.488,542.7,0.061
"1053",28385,"35-54","Male","African-American/Black","WI",5822434,0.453,323.4,0.063
"1054",28386,"35-54","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"1055",28387,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1056",28389,"35-54","Male","European-American/White","NY",19453561,0.199,363.8,0.1
"1057",28390,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1058",28391,"55-74","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"1059",28392,"35-54","Female","Race unspecified","MO",6137428,0.488,542.7,0.061
"1060",28393,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1061",28394,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1062",28395,"35-54","Male","European-American/White","SC",5148714,0.494,530.7,0.062
"1063",28396,"55-74","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"1064",28397,"25-34","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"1065",28398,"25-34","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1066",28399,"35-54","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"1067",28400,"35-54","Male","European-American/White","MS",2976149,0.558,291.2,0.081
"1068",28401,"35-54","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1069",28402,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1070",28403,"35-54","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1071",28404,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1072",28405,"35-54","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"1073",28406,"25-34","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"1074",28407,"15-24","Female","Race unspecified","TX",28995881,0.457,446.5,0.076
"1075",28408,"15-24","Male","African-American/Black","MI",9986857,0.402,478,0.099
"1076",28409,"55-74","Male","European-American/White","PA",12801989,0.407,389.5,0.091
"1077",28410,"25-34","Male","Race unspecified","VA",8535519,0.446,208.7,0.062
"1078",28411,"25-34","Male","European-American/White","SC",5148714,0.494,530.7,0.062
"1079",28412,"35-54","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1080",28413,"15-24","Male","Hispanic/Latino","CO",5758736,0.451,423.1,0.073
"1081",28414,"35-54","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"1082",28415,"55-74","Female","Race unspecified","MD",6045680,0.302,399.9,0.068
"1083",28416,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"1084",28417,"15-24","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1085",28418,"25-34","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"1086",28419,"35-54","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"1087",28420,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1088",28421,"35-54","Female","European-American/White","OH",11689100,0.4,308.8,0.081
"1089",28422,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"1090",28424,"55-74","Male","Race unspecified","ID",1787065,0.601,242.6,0.054
"1091",28425,"55-74","Male","Race unspecified","MS",2976149,0.558,291.2,0.081
"1092",28426,"55-74","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1093",28427,"25-34","Male","Race unspecified","MN",5639632,0.428,277.5,0.062
"1094",28428,"15-24","Male","African-American/Black","PA",12801989,0.407,389.5,0.091
"1095",28429,"35-54","Male","European-American/White","MI",9986857,0.402,478,0.099
"1096",28430,"15-24","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1097",28431,"55-74","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1098",28432,"25-34","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1099",28433,"25-34","Male","Race unspecified","NM",2096829,0.462,778.3,0.084
"1100",28434,"15-24","Male","European-American/White","NJ",8882190,0.147,195.4,0.098
"1101",28436,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1102",28437,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"1103",28438,"35-54","Female","African-American/Black","MD",6045680,0.302,399.9,0.068
"1104",28439,"25-34","Male","European-American/White","WA",7614893,0.421,293.7,0.084
"1105",28440,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1106",28441,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1107",28442,"55-74","Female","Race unspecified","VA",8535519,0.446,208.7,0.062
"1108",28443,"15-24","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1109",28444,"25-34","Male","European-American/White","CO",5758736,0.451,423.1,0.073
"1110",28445,"15-24","Male","African-American/Black","OH",11689100,0.4,308.8,0.081
"1111",28446,"35-54","Male","European-American/White","KS",2913314,0.489,425,0.059
"1112",28447,"15-24","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"1113",28448,"35-54","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1114",28449,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1115",28450,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1116",28451,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1117",28452,"15-24","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1118",28453,"15-24","Male","Hispanic/Latino","GA",10617423,0.492,400.1,0.065
"1119",28454,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1120",28455,"15-24","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1121",28457,"15-24","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1122",28458,"35-54","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"1123",28459,"35-54","Female","Race unspecified","MD",6045680,0.302,399.9,0.068
"1124",28460,"35-54","Female","Race unspecified","FL",21477737,0.353,383.6,0.077
"1125",28461,"25-34","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1126",28462,"35-54","Male","European-American/White","WI",5822434,0.453,323.4,0.063
"1127",28463,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"1128",28464,"25-34","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1129",28465,"35-54","Male","African-American/Black","MI",9986857,0.402,478,0.099
"1130",28466,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1131",28467,"25-34","Male","African-American/Black","PA",12801989,0.407,389.5,0.091
"1132",28468,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1133",28469,"35-54","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"1134",28470,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1135",28471,"55-74","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1136",28473,"35-54","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1137",28474,"35-54","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1138",28477,"15-24","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1139",28478,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1140",28479,"25-34","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1141",28480,"55-74","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"1142",28481,"55-74","Male","European-American/White","ID",1787065,0.601,242.6,0.054
"1143",28482,"35-54","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"1144",28483,"35-54","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1145",28484,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"1146",28485,"35-54","Male","Race unspecified","PA",12801989,0.407,389.5,0.091
"1147",28486,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1148",28487,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1149",28488,"15-24","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"1150",28489,"35-54","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"1151",28490,"15-24","Male","Hispanic/Latino","NY",19453561,0.199,363.8,0.1
"1152",28491,"25-34","Male","Hispanic/Latino","IN",6732219,0.448,357.7,0.071
"1153",28492,"25-34","Male","European-American/White","MD",6045680,0.302,399.9,0.068
"1154",28493,"55-74","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1155",28494,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1156",28495,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1157",28496,"35-54","Female","African-American/Black","KY",4467673,0.546,259.1,0.066
"1158",28497,"15-24","Male","African-American/Black","KY",4467673,0.546,259.1,0.066
"1159",28498,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1160",28499,"15-24","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"1161",28500,"35-54","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1162",28501,"25-34","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1163",28502,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1164",28503,"35-54","Female","European-American/White","IL",12671821,0.278,425.9,0.095
"1165",28504,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"1166",28505,"25-34","Male","African-American/Black","MI",9986857,0.402,478,0.099
"1167",28506,"25-34","Male","Race unspecified","NY",19453561,0.199,363.8,0.1
"1168",28507,"25-34","Male","European-American/White","MI",9986857,0.402,478,0.099
"1169",28508,"15-24","Male","Race unspecified","WI",5822434,0.453,323.4,0.063
"1170",28509,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1171",28510,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1172",28511,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1173",28512,"25-34","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1174",28513,"35-54","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1175",28514,"35-54","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1176",28515,"35-54","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1177",28516,"15-24","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1178",28517,"35-54","Male","Race unspecified","IL",12671821,0.278,425.9,0.095
"1179",28518,"55-74","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1180",28519,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1181",28520,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1182",28521,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1183",28522,"15-24","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"1184",28523,"55-74","Female","European-American/White","FL",21477737,0.353,383.6,0.077
"1185",28524,"35-54","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1186",28526,"25-34","Male","European-American/White","HI",1415872,0.149,254.2,0.116
"1187",28527,"35-54","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1188",28528,"25-34","Male","European-American/White","NH",1359711,0.411,146.4,0.067
"1189",28529,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1190",28530,"35-54","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1191",28531,"25-34","Male","Race unspecified","UT",3205958,0.468,260.7,0.047
"1192",28532,"0-14","Female","Race unspecified","KY",4467673,0.546,259.1,0.066
"1193",28533,"25-34","Female","European-American/White","GA",10617423,0.492,400.1,0.065
"1194",28534,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1195",28535,"25-34","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1196",28536,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1197",28537,"55-74","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"1198",28538,"35-54","Female","Race unspecified","IA",3155070,0.436,303.5,0.053
"1199",28539,"35-54","Male","European-American/White","WA",7614893,0.421,293.7,0.084
"1200",28540,"35-54","Male","Race unspecified","NV",3080156,0.473,460.3,0.128
"1201",28541,"25-34","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1202",28542,"25-34","Female","African-American/Black","NC",10488084,0.458,419.3,0.073
"1203",28543,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1204",28545,"25-34","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1205",28546,"0-14","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"1206",28547,"55-74","Male","European-American/White","ID",1787065,0.601,242.6,0.054
"1207",28548,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1208",28551,"25-34","Male","Race unspecified","ID",1787065,0.601,242.6,0.054
"1209",28553,"35-54","Male","African-American/Black","MN",5639632,0.428,277.5,0.062
"1210",28554,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1211",28555,"25-34","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"1212",28556,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1213",28557,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"1214",28558,"15-24","Male","African-American/Black","TN",6829174,0.516,672.7,0.075
"1215",28559,"15-24","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1216",28560,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1217",28561,"55-74","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1218",28562,"25-34","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1219",28563,"15-24","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"1220",28564,"75+","Male","European-American/White","KY",4467673,0.546,259.1,0.066
"1221",28565,"35-54","Female","European-American/White","KY",4467673,0.546,259.1,0.066
"1222",28566,"55-74","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1223",28567,"15-24","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1224",28568,"25-34","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1225",28569,"25-34","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1226",28570,"25-34","Male","European-American/White","MD",6045680,0.302,399.9,0.068
"1227",28571,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1228",28572,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1229",28573,"35-54","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1230",28574,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1231",28575,"35-54","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1232",28576,"35-54","Male","Race unspecified","WY",578759,0.662,234.2,0.058
"1233",28577,"25-34","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"1234",28578,"35-54","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"1235",28579,"35-54","Male","European-American/White","NM",2096829,0.462,778.3,0.084
"1236",28580,"35-54","Male","European-American/White","NM",2096829,0.462,778.3,0.084
"1237",28581,"35-54","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1238",28582,"35-54","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1239",28583,"35-54","Male","Hispanic/Latino","NE",1934408,0.452,334.1,0.042
"1240",28584,"35-54","Female","Race unspecified","CO",5758736,0.451,423.1,0.073
"1241",28585,"35-54","Male","Race unspecified","SD",884659,0.553,501.4,0.046
"1242",28586,"35-54","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"1243",28587,"25-34","Female","African-American/Black","LA",4648794,0.531,639.4,0.083
"1244",28588,"15-24","Male","Race unspecified","SC",5148714,0.494,530.7,0.062
"1245",28589,"15-24","Male","African-American/Black","VA",8535519,0.446,208.7,0.062
"1246",28590,"15-24","Female","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1247",28591,"25-34","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1248",28592,"25-34","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1249",28593,"25-34","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1250",28594,"35-54","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1251",28595,"35-54","Male","Race unspecified","OR",4217737,0.508,291.9,0.076
"1252",28596,"25-34","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1253",28597,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1254",28598,"25-34","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1255",28599,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"1256",28600,"25-34","Male","African-American/Black","AL",4903185,0.555,453.6,0.059
"1257",28601,"35-54","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"1258",28602,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1259",28603,"35-54","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1260",28604,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1261",28605,"35-54","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"1262",28606,"55-74","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"1263",28607,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1264",28608,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1265",28609,"55-74","Male","Hispanic/Latino","IL",12671821,0.278,425.9,0.095
"1266",28610,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1267",28611,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1268",28612,"35-54","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"1269",28613,"25-34","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1270",28614,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1271",28615,"25-34","Male","European-American/White","FL",21477737,0.353,383.6,0.077
"1272",28616,"0-14","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"1273",28617,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1274",28618,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1275",28619,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"1276",28620,"35-54","Female","European-American/White","MN",5639632,0.428,277.5,0.062
"1277",28621,"25-34","Male","European-American/White","TN",6829174,0.516,672.7,0.075
"1278",28623,"25-34","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"1279",28624,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1280",28625,"35-54","Male","European-American/White","NC",10488084,0.458,419.3,0.073
"1281",28626,"35-54","Male","African-American/Black","NC",10488084,0.458,419.3,0.073
"1282",28627,"55-74","Male","European-American/White","GA",10617423,0.492,400.1,0.065
"1283",28628,"15-24","Male","Hispanic/Latino","TX",28995881,0.457,446.5,0.076
"1284",28629,"35-54","Male","Race unspecified","AZ",7278717,0.463,484.8,0.079
"1285",28630,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1286",28631,"35-54","Male","European-American/White","TX",28995881,0.457,446.5,0.076
"1287",28632,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1288",28635,"15-24","Male","Asian/Pacific Islander","CA",39512223,0.283,442,0.101
"1289",28636,"35-54","Male","European-American/White","AR",3017804,0.572,671.9,0.061
"1290",28637,"35-54","Male","European-American/White","MO",6137428,0.488,542.7,0.061
"1291",28638,"15-24","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1292",28639,"15-24","Male","African-American/Black","AR",3017804,0.572,671.9,0.061
"1293",28640,"35-54","Male","Race unspecified","MI",9986857,0.402,478,0.099
"1294",28641,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1295",28642,"35-54","Male","African-American/Black","NJ",8882190,0.147,195.4,0.098
"1296",28643,"25-34","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1297",28644,"25-34","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1298",28645,"15-24","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1299",28647,"25-34","Female","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"1300",28648,"35-54","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1301",28649,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"1302",28650,"25-34","Male","Race unspecified","MA",6892503,0.147,308.8,0.089
"1303",28651,"25-34","Male","Race unspecified","NJ",8882190,0.147,195.4,0.098
"1304",28652,"25-34","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"1305",28653,"35-54","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"1306",28654,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1307",28655,"35-54","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"1308",28656,"35-54","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1309",28657,"35-54","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"1310",28658,"25-34","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1311",28659,"35-54","Male","Race unspecified","MO",6137428,0.488,542.7,0.061
"1312",28660,"55-74","Female","European-American/White","TX",28995881,0.457,446.5,0.076
"1313",28661,"25-34","Male","European-American/White","VA",8535519,0.446,208.7,0.062
"1314",28667,"35-54","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1315",28668,"35-54","Male","Native American/Alaskan","ND",762062,0.551,329,0.051
"1316",28669,"25-34","Male","Race unspecified","KY",4467673,0.546,259.1,0.066
"1317",28670,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1318",28671,"35-54","Male","European-American/White","MI",9986857,0.402,478,0.099
"1319",28672,"35-54","Male","Race unspecified","AL",4903185,0.555,453.6,0.059
"1320",28673,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1321",28674,"15-24","Male","Race unspecified","LA",4648794,0.531,639.4,0.083
"1322",28677,"55-74","Female","Race unspecified","CA",39512223,0.283,442,0.101
"1323",28678,"15-24","Male","Native American/Alaskan","ME",1344212,0.468,108.6,0.054
"1324",28679,"35-54","Male","European-American/White","KY",4467673,0.546,259.1,0.066
"1325",28680,"25-34","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1326",28681,"15-24","Male","Hispanic/Latino","AZ",7278717,0.463,484.8,0.079
"1327",28682,"35-54","Male","African-American/Black","MN",5639632,0.428,277.5,0.062
"1328",28683,"55-74","Male","Race unspecified","TN",6829174,0.516,672.7,0.075
"1329",28684,"35-54","Male","European-American/White","MN",5639632,0.428,277.5,0.062
"1330",28685,"15-24","Male","Hispanic/Latino","CO",5758736,0.451,423.1,0.073
"1331",28686,"35-54","Male","European-American/White","UT",3205958,0.468,260.7,0.047
"1332",28687,"35-54","Male","African-American/Black","LA",4648794,0.531,639.4,0.083
"1333",28688,"15-24","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1334",28689,"15-24","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1335",28690,"35-54","Male","Hispanic/Latino","MD",6045680,0.302,399.9,0.068
"1336",28692,"35-54","Male","Race unspecified","AR",3017804,0.572,671.9,0.061
"1337",28693,"35-54","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1338",28694,"15-24","Male","Race unspecified","FL",21477737,0.353,383.6,0.077
"1339",28695,"35-54","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"1340",28696,"35-54","Male","African-American/Black","MI",9986857,0.402,478,0.099
"1341",28697,"35-54","Male","Race unspecified","CO",5758736,0.451,423.1,0.073
"1342",28698,"35-54","Female","Asian/Pacific Islander","WA",7614893,0.421,293.7,0.084
"1343",28699,"35-54","Male","European-American/White","IA",3155070,0.436,303.5,0.053
"1344",28700,"35-54","Female","European-American/White","IA",3155070,0.436,303.5,0.053
"1345",28701,"25-34","Male","European-American/White","CA",39512223,0.283,442,0.101
"1346",28702,"35-54","Male","Native American/Alaskan","NM",2096829,0.462,778.3,0.084
"1347",28703,"25-34","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1348",28704,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1349",28705,"55-74","Male","Race unspecified","CA",39512223,0.283,442,0.101
"1350",28706,"35-54","Male","European-American/White","OK",3956971,0.547,458.6,0.061
"1351",28707,"55-74","Male","Race unspecified","ID",1787065,0.601,242.6,0.054
"1352",28708,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1353",28709,"35-54","Male","Hispanic/Latino","NM",2096829,0.462,778.3,0.084
"1354",28710,"25-34","Male","African-American/Black","CA",39512223,0.283,442,0.101
"1355",28713,"25-34","Male","Hispanic/Latino","IL",12671821,0.278,425.9,0.095
"1356",28714,"55-74","Male","Race unspecified","WA",7614893,0.421,293.7,0.084
"1357",28715,"35-54","Female","Race unspecified","WA",7614893,0.421,293.7,0.084
"1358",28716,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1359",28717,"35-54","Male","African-American/Black","NY",19453561,0.199,363.8,0.1
"1360",28718,"35-54","Male","Race unspecified","MD",6045680,0.302,399.9,0.068
"1361",28720,"0-14","Female","African-American/Black","IL",12671821,0.278,425.9,0.095
"1362",28723,"35-54","Male","European-American/White","WA",7614893,0.421,293.7,0.084
"1363",28724,"35-54","Male","European-American/White","IA",3155070,0.436,303.5,0.053
"1364",28725,"35-54","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1365",28726,"25-34","Male","Race unspecified","NY",19453561,0.199,363.8,0.1
"1366",28727,"35-54","Male","European-American/White","OH",11689100,0.4,308.8,0.081
"1367",28728,"15-24","Male","Race unspecified","IA",3155070,0.436,303.5,0.053
"1368",28729,"15-24","Male","Race unspecified","IN",6732219,0.448,357.7,0.071
"1369",28730,"55-74","Female","European-American/White","OK",3956971,0.547,458.6,0.061
"1370",28731,"15-24","Male","Race unspecified","OK",3956971,0.547,458.6,0.061
"1371",28732,"35-54","Male","European-American/White","CA",39512223,0.283,442,0.101
"1372",28733,"35-54","Male","Race unspecified","OH",11689100,0.4,308.8,0.081
"1373",28734,"25-34","Male","African-American/Black","IL",12671821,0.278,425.9,0.095
"1374",28735,"55-74","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1375",28736,"15-24","Male","European-American/White","MI",9986857,0.402,478,0.099
"1376",28737,"35-54","Male","Race unspecified","VA",8535519,0.446,208.7,0.062
"1377",28749,"35-54","Male","African-American/Black","TX",28995881,0.457,446.5,0.076
"1378",28750,"35-54","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"1379",28751,"25-34","Male","African-American/Black","FL",21477737,0.353,383.6,0.077
"1380",28752,"35-54","Male","Race unspecified","NC",10488084,0.458,419.3,0.073
"1381",28753,"35-54","Male","European-American/White","IA",3155070,0.436,303.5,0.053
"1382",28754,"15-24","Male","Hispanic/Latino","CA",39512223,0.283,442,0.101
"1383",28755,"35-54","Male","Race unspecified","TX",28995881,0.457,446.5,0.076
"1384",28756,"35-54","Female","Race unspecified","CA",39512223,0.283,442,0.101
"1385",28757,"15-24","Male","African-American/Black","GA",10617423,0.492,400.1,0.065
"1386",28758,"15-24","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"1387",28759,"15-24","Male","Race unspecified","GA",10617423,0.492,400.1,0.065
"1388",28760,"35-54","Male","European-American/White","NV",3080156,0.473,460.3,0.128
"1389",28761,"35-54","Male","European-American/White","KY",4467673,0.546,259.1,0.066
